INFO:root:SPOT Version:  2.4.106
INFO:root:Converting  itiweatherregression_00035.pcm to itiweatherregression_00035.wav
INFO:root:Converting  itiweatherregression_00036.pcm to itiweatherregression_00036.wav
INFO:root:Converting  itiweatherregression_00037.pcm to itiweatherregression_00037.wav
INFO:root:Converting  itiweatherregression_00038.pcm to itiweatherregression_00038.wav
INFO:root:Converting  itiweatherregression_00039.pcm to itiweatherregression_00039.wav
INFO:root:Converting  itiweatherregression_00040.pcm to itiweatherregression_00040.wav
INFO:root:Converting  itiweatherregression_00041.pcm to itiweatherregression_00041.wav
INFO:root:Converting  itiweatherregression_00042.pcm to itiweatherregression_00042.wav
INFO:root:Converting  itiweatherregression_00043.pcm to itiweatherregression_00043.wav
INFO:root:Converting  itiweatherregression_00044.pcm to itiweatherregression_00044.wav
INFO:root:Converting  itiweatherregression_00045.pcm to itiweatherregression_00045.wav
INFO:root:Converting  itiweatherregression_00046.pcm to itiweatherregression_00046.wav
INFO:root:Converting  itiweatherregression_00047.pcm to itiweatherregression_00047.wav
INFO:root:Converting  itiweatherregression_00048.pcm to itiweatherregression_00048.wav
INFO:root:Converting  itiweatherregression_00049.pcm to itiweatherregression_00049.wav
INFO:root:Converting  itiweatherregression_00050.pcm to itiweatherregression_00050.wav
INFO:root:Converting  itiweatherregression_00051.pcm to itiweatherregression_00051.wav
INFO:root:Converting  itiweatherregression_00052.pcm to itiweatherregression_00052.wav
INFO:root:Converting  itiweatherregression_00053.pcm to itiweatherregression_00053.wav
INFO:root:Converting  itiweatherregression_00054.pcm to itiweatherregression_00054.wav
INFO:root:Converting  itiweatherregression_00055.pcm to itiweatherregression_00055.wav
INFO:root:Converting  itiweatherregression_00056.pcm to itiweatherregression_00056.wav
INFO:root:Converting  itiweatherregression_00057.pcm to itiweatherregression_00057.wav
INFO:root:Converting  itiweatherregression_00058.pcm to itiweatherregression_00058.wav
INFO:root:Converting  itiweatherregression_00059.pcm to itiweatherregression_00059.wav
INFO:root:Converting  itiweatherregression_00060.pcm to itiweatherregression_00060.wav
INFO:root:Converting  itiweatherregression_00061.pcm to itiweatherregression_00061.wav
INFO:root:Converting  itiweatherregression_00062.pcm to itiweatherregression_00062.wav
INFO:root:Converting  itiweatherregression_00063.pcm to itiweatherregression_00063.wav
INFO:root:Converting  itiweatherregression_00064.pcm to itiweatherregression_00064.wav
INFO:root:Converting  itiweatherregression_00065.pcm to itiweatherregression_00065.wav
INFO:root:Converting  itiweatherregression_00066.pcm to itiweatherregression_00066.wav
INFO:root:Converting  itiweatherregression_00067.pcm to itiweatherregression_00067.wav
INFO:root:Converting  itiweatherregression_00068.pcm to itiweatherregression_00068.wav
INFO:root:Converting  itiweatherregression_00069.pcm to itiweatherregression_00069.wav
INFO:root:Converting  itiweatherregression_00070.pcm to itiweatherregression_00070.wav
INFO:root:Converting  itiweatherregression_00071.pcm to itiweatherregression_00071.wav
INFO:root:Converting  itiweatherregression_00072.pcm to itiweatherregression_00072.wav
INFO:root:Converting  itiweatherregression_00073.pcm to itiweatherregression_00073.wav
INFO:root:Converting  itiweatherregression_00074.pcm to itiweatherregression_00074.wav
INFO:root:Converting  itiweatherregression_00075.pcm to itiweatherregression_00075.wav
INFO:root:Converting  itiweatherregression_00076.pcm to itiweatherregression_00076.wav
INFO:root:Converting  itiweatherregression_00077.pcm to itiweatherregression_00077.wav
INFO:root:Converting  itiweatherregression_00078.pcm to itiweatherregression_00078.wav
INFO:root:Converting  itiweatherregression_00079.pcm to itiweatherregression_00079.wav
INFO:root:Converting  itiweatherregression_00080.pcm to itiweatherregression_00080.wav
INFO:root:Converting  itiweatherregression_00081.pcm to itiweatherregression_00081.wav
INFO:root:Converting  itiweatherregression_00082.pcm to itiweatherregression_00082.wav
INFO:root:Converting  itiweatherregression_00083.pcm to itiweatherregression_00083.wav
INFO:root:Converting  itiweatherregression_00084.pcm to itiweatherregression_00084.wav
INFO:root:Converting  itiweatherregression_00085.pcm to itiweatherregression_00085.wav
INFO:root:Converting  itiweatherregression_00086.pcm to itiweatherregression_00086.wav
INFO:root:Converting  itiweatherregression_00087.pcm to itiweatherregression_00087.wav
INFO:root:Converting  itiweatherregression_00088.pcm to itiweatherregression_00088.wav
INFO:root:Converting  itiweatherregression_00089.pcm to itiweatherregression_00089.wav
INFO:root:Converting  itiweatherregression_00090.pcm to itiweatherregression_00090.wav
INFO:root:Converting  itiweatherregression_00091.pcm to itiweatherregression_00091.wav
INFO:root:Converting  itiweatherregression_00092.pcm to itiweatherregression_00092.wav
INFO:root:Converting  itiweatherregression_00093.pcm to itiweatherregression_00093.wav
INFO:root:Converting  itiweatherregression_00094.pcm to itiweatherregression_00094.wav
INFO:root:Converting  itiweatherregression_00095.pcm to itiweatherregression_00095.wav
INFO:root:Converting  itiweatherregression_00096.pcm to itiweatherregression_00096.wav
INFO:root:Converting  itiweatherregression_00097.pcm to itiweatherregression_00097.wav
INFO:root:Converting  itiweatherregression_00098.pcm to itiweatherregression_00098.wav
INFO:root:Converting  itiweatherregression_00099.pcm to itiweatherregression_00099.wav
INFO:root:Converting  itiweatherregression_00100.pcm to itiweatherregression_00100.wav
INFO:root:Converting  itiweatherregression_00101.pcm to itiweatherregression_00101.wav
INFO:root:Converting  itiweatherregression_00102.pcm to itiweatherregression_00102.wav
INFO:root:Converting  itiweatherregression_00103.pcm to itiweatherregression_00103.wav
INFO:root:Converting  itiweatherregression_00104.pcm to itiweatherregression_00104.wav
INFO:root:Converting  itiweatherregression_00105.pcm to itiweatherregression_00105.wav
INFO:root:Converting  itiweatherregression_00106.pcm to itiweatherregression_00106.wav
INFO:root:Converting  itiweatherregression_00107.pcm to itiweatherregression_00107.wav
INFO:root:Converting  itiweatherregression_00108.pcm to itiweatherregression_00108.wav
INFO:root:Converting  itiweatherregression_00109.pcm to itiweatherregression_00109.wav
INFO:root:Converting  itiweatherregression_00110.pcm to itiweatherregression_00110.wav
INFO:root:Converting  itiweatherregression_00111.pcm to itiweatherregression_00111.wav
INFO:root:Converting  itiweatherregression_00112.pcm to itiweatherregression_00112.wav
INFO:root:Converting  itiweatherregression_00113.pcm to itiweatherregression_00113.wav
INFO:root:Converting  itiweatherregression_00114.pcm to itiweatherregression_00114.wav
INFO:root:Converting  itiweatherregression_00115.pcm to itiweatherregression_00115.wav
INFO:root:Converting  itiweatherregression_00116.pcm to itiweatherregression_00116.wav
INFO:root:Converting  itiweatherregression_00117.pcm to itiweatherregression_00117.wav
INFO:root:Converting  itiweatherregression_00118.pcm to itiweatherregression_00118.wav
INFO:root:Converting  itiweatherregression_00119.pcm to itiweatherregression_00119.wav
INFO:root:Converting  itiweatherregression_00120.pcm to itiweatherregression_00120.wav
INFO:root:Converting  itiweatherregression_00121.pcm to itiweatherregression_00121.wav
INFO:root:Converting  itiweatherregression_00122.pcm to itiweatherregression_00122.wav
INFO:root:Converting  itiweatherregression_00123.pcm to itiweatherregression_00123.wav
INFO:root:Converting  itiweatherregression_00124.pcm to itiweatherregression_00124.wav
INFO:root:Converting  itiweatherregression_00125.pcm to itiweatherregression_00125.wav
INFO:root:Converting  itiweatherregression_00126.pcm to itiweatherregression_00126.wav
INFO:root:Converting  itiweatherregression_00127.pcm to itiweatherregression_00127.wav
INFO:root:Converting  itiweatherregression_00128.pcm to itiweatherregression_00128.wav
INFO:root:Converting  itiweatherregression_00129.pcm to itiweatherregression_00129.wav
INFO:root:Converting  itiweatherregression_00130.pcm to itiweatherregression_00130.wav
INFO:root:Converting  itiweatherregression_00131.pcm to itiweatherregression_00131.wav
INFO:root:Converting  itiweatherregression_00132.pcm to itiweatherregression_00132.wav
INFO:root:Converting  itiweatherregression_00133.pcm to itiweatherregression_00133.wav
INFO:root:Converting  itiweatherregression_00134.pcm to itiweatherregression_00134.wav
INFO:root:Converting  itiweatherregression_00135.pcm to itiweatherregression_00135.wav
INFO:root:Converting  itiweatherregression_00136.pcm to itiweatherregression_00136.wav
INFO:root:Converting  itiweatherregression_00137.pcm to itiweatherregression_00137.wav
INFO:root:Converting  itiweatherregression_00138.pcm to itiweatherregression_00138.wav
INFO:root:Converting  itiweatherregression_00139.pcm to itiweatherregression_00139.wav
INFO:root:Converting  itiweatherregression_00140.pcm to itiweatherregression_00140.wav
INFO:root:Converting  itiweatherregression_00141.pcm to itiweatherregression_00141.wav
INFO:root:Converting  itiweatherregression_00142.pcm to itiweatherregression_00142.wav
INFO:root:Converting  itiweatherregression_00143.pcm to itiweatherregression_00143.wav
INFO:root:Converting  itiweatherregression_00144.pcm to itiweatherregression_00144.wav
INFO:root:Converting  itiweatherregression_00145.pcm to itiweatherregression_00145.wav
INFO:root:Converting  itiweatherregression_00146.pcm to itiweatherregression_00146.wav
INFO:root:Converting  itiweatherregression_00147.pcm to itiweatherregression_00147.wav
INFO:root:Converting  itiweatherregression_00148.pcm to itiweatherregression_00148.wav
INFO:root:Converting  itiweatherregression_00149.pcm to itiweatherregression_00149.wav
INFO:root:Converting  itiweatherregression_00150.pcm to itiweatherregression_00150.wav
INFO:root:Converting  itiweatherregression_00151.pcm to itiweatherregression_00151.wav
INFO:root:Converting  itiweatherregression_00152.pcm to itiweatherregression_00152.wav
INFO:root:Converting  itiweatherregression_00153.pcm to itiweatherregression_00153.wav
INFO:root:Converting  itiweatherregression_00154.pcm to itiweatherregression_00154.wav
INFO:root:Converting  itiweatherregression_00155.pcm to itiweatherregression_00155.wav
INFO:root:Converting  itiweatherregression_00156.pcm to itiweatherregression_00156.wav
INFO:root:Converting  itiweatherregression_00157.pcm to itiweatherregression_00157.wav
INFO:root:Converting  itiweatherregression_00158.pcm to itiweatherregression_00158.wav
INFO:root:Converting  itiweatherregression_00159.pcm to itiweatherregression_00159.wav
INFO:root:Converting  itiweatherregression_00160.pcm to itiweatherregression_00160.wav
INFO:root:Converting  itiweatherregression_00161.pcm to itiweatherregression_00161.wav
INFO:root:Converting  itiweatherregression_00162.pcm to itiweatherregression_00162.wav
INFO:root:Converting  itiweatherregression_00163.pcm to itiweatherregression_00163.wav
INFO:root:Converting  itiweatherregression_00164.pcm to itiweatherregression_00164.wav
INFO:root:Converting  itiweatherregression_00165.pcm to itiweatherregression_00165.wav
INFO:root:Converting  itiweatherregression_00166.pcm to itiweatherregression_00166.wav
INFO:root:Converting  itiweatherregression_00167.pcm to itiweatherregression_00167.wav
INFO:root:Converting  itiweatherregression_00168.pcm to itiweatherregression_00168.wav
INFO:root:Converting  itiweatherregression_00169.pcm to itiweatherregression_00169.wav
INFO:root:Converting  itiweatherregression_00170.pcm to itiweatherregression_00170.wav
INFO:root:Converting  itiweatherregression_00171.pcm to itiweatherregression_00171.wav
INFO:root:Converting  itiweatherregression_00172.pcm to itiweatherregression_00172.wav
INFO:root:Converting  itiweatherregression_00173.pcm to itiweatherregression_00173.wav
INFO:root:Converting  itiweatherregression_00174.pcm to itiweatherregression_00174.wav
INFO:root:Converting  itiweatherregression_00175.pcm to itiweatherregression_00175.wav
INFO:root:Converting  itiweatherregression_00176.pcm to itiweatherregression_00176.wav
INFO:root:Converting  itiweatherregression_00177.pcm to itiweatherregression_00177.wav
INFO:root:Converting  itiweatherregression_00178.pcm to itiweatherregression_00178.wav
INFO:root:Converting  itiweatherregression_00179.pcm to itiweatherregression_00179.wav
INFO:root:Converting  itiweatherregression_00180.pcm to itiweatherregression_00180.wav
INFO:root:Converting  itiweatherregression_00181.pcm to itiweatherregression_00181.wav
INFO:root:Converting  itiweatherregression_00182.pcm to itiweatherregression_00182.wav
INFO:root:Converting  itiweatherregression_00183.pcm to itiweatherregression_00183.wav
INFO:root:Converting  itiweatherregression_00184.pcm to itiweatherregression_00184.wav
INFO:root:Converting  itiweatherregression_00185.pcm to itiweatherregression_00185.wav
INFO:root:Converting  itiweatherregression_00186.pcm to itiweatherregression_00186.wav
INFO:root:Converting  itiweatherregression_00187.pcm to itiweatherregression_00187.wav
INFO:root:Converting  itiweatherregression_00188.pcm to itiweatherregression_00188.wav
INFO:root:Converting  itiweatherregression_00189.pcm to itiweatherregression_00189.wav
INFO:root:Converting  itiweatherregression_00190.pcm to itiweatherregression_00190.wav
INFO:root:Converting  itiweatherregression_00191.pcm to itiweatherregression_00191.wav
INFO:root:Converting  itiweatherregression_00192.pcm to itiweatherregression_00192.wav
INFO:root:Converting  itiweatherregression_00193.pcm to itiweatherregression_00193.wav
INFO:root:Converting  itiweatherregression_00194.pcm to itiweatherregression_00194.wav
INFO:root:Converting  itiweatherregression_00195.pcm to itiweatherregression_00195.wav
INFO:root:Converting  itiweatherregression_00196.pcm to itiweatherregression_00196.wav
INFO:root:Converting  itiweatherregression_00197.pcm to itiweatherregression_00197.wav
INFO:root:Converting  itiweatherregression_00198.pcm to itiweatherregression_00198.wav
INFO:root:Converting  itiweatherregression_00199.pcm to itiweatherregression_00199.wav
INFO:root:Converting  itiweatherregression_00200.pcm to itiweatherregression_00200.wav
INFO:root:Converting  itiweatherregression_00201.pcm to itiweatherregression_00201.wav
INFO:root:Converting  itiweatherregression_00202.pcm to itiweatherregression_00202.wav
INFO:root:Converting  itiweatherregression_00203.pcm to itiweatherregression_00203.wav
INFO:root:Converting  itiweatherregression_00204.pcm to itiweatherregression_00204.wav
INFO:root:Converting  itiweatherregression_00205.pcm to itiweatherregression_00205.wav
INFO:root:Converting  itiweatherregression_00206.pcm to itiweatherregression_00206.wav
INFO:root:Converting  itiweatherregression_00207.pcm to itiweatherregression_00207.wav
INFO:root:Converting  itiweatherregression_00208.pcm to itiweatherregression_00208.wav
INFO:root:Converting  itiweatherregression_00209.pcm to itiweatherregression_00209.wav
INFO:root:Converting  itiweatherregression_00210.pcm to itiweatherregression_00210.wav
INFO:root:Converting  itiweatherregression_00211.pcm to itiweatherregression_00211.wav
INFO:root:Converting  itiweatherregression_00212.pcm to itiweatherregression_00212.wav
INFO:root:Converting  itiweatherregression_00213.pcm to itiweatherregression_00213.wav
INFO:root:Converting  itiweatherregression_00214.pcm to itiweatherregression_00214.wav
INFO:root:Converting  itiweatherregression_00215.pcm to itiweatherregression_00215.wav
INFO:root:Converting  itiweatherregression_00216.pcm to itiweatherregression_00216.wav
INFO:root:Converting  itiweatherregression_00217.pcm to itiweatherregression_00217.wav
INFO:root:Converting  itiweatherregression_00218.pcm to itiweatherregression_00218.wav
INFO:root:Converting  itiweatherregression_00219.pcm to itiweatherregression_00219.wav
INFO:root:Converting  itiweatherregression_00220.pcm to itiweatherregression_00220.wav
INFO:root:Converting  itiweatherregression_00221.pcm to itiweatherregression_00221.wav
INFO:root:Converting  itiweatherregression_00222.pcm to itiweatherregression_00222.wav
INFO:root:Converting  itiweatherregression_00223.pcm to itiweatherregression_00223.wav
INFO:root:Converting  itiweatherregression_00224.pcm to itiweatherregression_00224.wav
INFO:root:Converting  itiweatherregression_00225.pcm to itiweatherregression_00225.wav
INFO:root:Converting  itiweatherregression_00226.pcm to itiweatherregression_00226.wav
INFO:root:Converting  itiweatherregression_00227.pcm to itiweatherregression_00227.wav
INFO:root:Converting  itiweatherregression_00228.pcm to itiweatherregression_00228.wav
INFO:root:Converting  itiweatherregression_00229.pcm to itiweatherregression_00229.wav
INFO:root:Converting  itiweatherregression_00230.pcm to itiweatherregression_00230.wav
INFO:root:Converting  itiweatherregression_00231.pcm to itiweatherregression_00231.wav
INFO:root:Converting  itiweatherregression_00232.pcm to itiweatherregression_00232.wav
INFO:root:Converting  itiweatherregression_00233.pcm to itiweatherregression_00233.wav
INFO:root:Converting  itiweatherregression_00234.pcm to itiweatherregression_00234.wav
INFO:root:Converting  itiweatherregression_00235.pcm to itiweatherregression_00235.wav
INFO:root:Converting  itiweatherregression_00236.pcm to itiweatherregression_00236.wav
INFO:root:Converting  itiweatherregression_00237.pcm to itiweatherregression_00237.wav
INFO:root:Converting  itiweatherregression_00238.pcm to itiweatherregression_00238.wav
INFO:root:Converting  itiweatherregression_00239.pcm to itiweatherregression_00239.wav
INFO:root:Converting  itiweatherregression_00240.pcm to itiweatherregression_00240.wav
INFO:root:Converting  itiweatherregression_00241.pcm to itiweatherregression_00241.wav
INFO:root:Converting  itiweatherregression_00242.pcm to itiweatherregression_00242.wav
INFO:root:Converting  itiweatherregression_00243.pcm to itiweatherregression_00243.wav
INFO:root:Converting  itiweatherregression_00244.pcm to itiweatherregression_00244.wav
INFO:root:Converting  itiweatherregression_00245.pcm to itiweatherregression_00245.wav
INFO:root:Converting  itiweatherregression_00246.pcm to itiweatherregression_00246.wav
INFO:root:Converting  itiweatherregression_00247.pcm to itiweatherregression_00247.wav
INFO:root:Converting  itiweatherregression_00248.pcm to itiweatherregression_00248.wav
INFO:root:Converting  itiweatherregression_00249.pcm to itiweatherregression_00249.wav
INFO:root:Converting  itiweatherregression_00250.pcm to itiweatherregression_00250.wav
INFO:root:Converting  itiweatherregression_00251.pcm to itiweatherregression_00251.wav
INFO:root:Converting  itiweatherregression_00252.pcm to itiweatherregression_00252.wav
INFO:root:Converting  itiweatherregression_00253.pcm to itiweatherregression_00253.wav
INFO:root:Converting  itiweatherregression_00254.pcm to itiweatherregression_00254.wav
INFO:root:Converting  itiweatherregression_00255.pcm to itiweatherregression_00255.wav
INFO:root:Converting  itiweatherregression_00256.pcm to itiweatherregression_00256.wav
INFO:root:Converting  itiweatherregression_00257.pcm to itiweatherregression_00257.wav
INFO:root:Converting  itiweatherregression_00258.pcm to itiweatherregression_00258.wav
INFO:root:Converting  itiweatherregression_00259.pcm to itiweatherregression_00259.wav
INFO:root:Converting  itiweatherregression_00260.pcm to itiweatherregression_00260.wav
INFO:root:Converting  itiweatherregression_00261.pcm to itiweatherregression_00261.wav
INFO:root:Converting  itiweatherregression_00262.pcm to itiweatherregression_00262.wav
INFO:root:Converting  itiweatherregression_00263.pcm to itiweatherregression_00263.wav
INFO:root:Converting  itiweatherregression_00264.pcm to itiweatherregression_00264.wav
INFO:root:Converting  itiweatherregression_00265.pcm to itiweatherregression_00265.wav
INFO:root:Converting  itiweatherregression_00266.pcm to itiweatherregression_00266.wav
INFO:root:Converting  itiweatherregression_00268.pcm to itiweatherregression_00268.wav
INFO:root:Converting  itiweatherregression_00269.pcm to itiweatherregression_00269.wav
INFO:root:Converting  itiweatherregression_00270.pcm to itiweatherregression_00270.wav
INFO:root:Converting  itiweatherregression_00271.pcm to itiweatherregression_00271.wav
INFO:root:Converting  itiweatherregression_00272.pcm to itiweatherregression_00272.wav
INFO:root:Converting  itiweatherregression_00273.pcm to itiweatherregression_00273.wav
INFO:root:Converting  itiweatherregression_00274.pcm to itiweatherregression_00274.wav
INFO:root:Converting  itiweatherregression_00275.pcm to itiweatherregression_00275.wav
INFO:root:Converting  itiweatherregression_00276.pcm to itiweatherregression_00276.wav
INFO:root:Converting  iti_Audi_dict.pcm to iti_Audi_dict.wav
INFO:root:Process finished!
