INFO:root:SPOT Version:  2.4.106
INFO:root:Converting  itiweatherregression_00021_ref.pcm to itiweatherregression_00021_ref.wav
INFO:root:Converting  itiweatherregression_00022_ref.pcm to itiweatherregression_00022_ref.wav
INFO:root:Converting  itiweatherregression_00023_ref.pcm to itiweatherregression_00023_ref.wav
INFO:root:Converting  itiweatherregression_00024_ref.pcm to itiweatherregression_00024_ref.wav
INFO:root:Converting  itiweatherregression_00025_ref.pcm to itiweatherregression_00025_ref.wav
INFO:root:Converting  itiweatherregression_00026_ref.pcm to itiweatherregression_00026_ref.wav
INFO:root:Converting  itiweatherregression_00027_ref.pcm to itiweatherregression_00027_ref.wav
INFO:root:Converting  itiweatherregression_00028_ref.pcm to itiweatherregression_00028_ref.wav
INFO:root:Converting  itiweatherregression_00029_ref.pcm to itiweatherregression_00029_ref.wav
INFO:root:Converting  itiweatherregression_00030_ref.pcm to itiweatherregression_00030_ref.wav
INFO:root:Converting  itiweatherregression_00031_ref.pcm to itiweatherregression_00031_ref.wav
INFO:root:Converting  itiweatherregression_00032_ref.pcm to itiweatherregression_00032_ref.wav
INFO:root:Converting  itiweatherregression_00033_ref.pcm to itiweatherregression_00033_ref.wav
INFO:root:Converting  itiweatherregression_00034_ref.pcm to itiweatherregression_00034_ref.wav
INFO:root:Converting  itiweatherregression_00035_ref.pcm to itiweatherregression_00035_ref.wav
INFO:root:Converting  itiweatherregression_00036_ref.pcm to itiweatherregression_00036_ref.wav
INFO:root:Converting  itiweatherregression_00037_ref.pcm to itiweatherregression_00037_ref.wav
INFO:root:Converting  itiweatherregression_00038_ref.pcm to itiweatherregression_00038_ref.wav
INFO:root:Converting  itiweatherregression_00039_ref.pcm to itiweatherregression_00039_ref.wav
INFO:root:Converting  itiweatherregression_00040_ref.pcm to itiweatherregression_00040_ref.wav
INFO:root:Converting  itiweatherregression_00041_ref.pcm to itiweatherregression_00041_ref.wav
INFO:root:Converting  itiweatherregression_00042_ref.pcm to itiweatherregression_00042_ref.wav
INFO:root:Converting  itiweatherregression_00043_ref.pcm to itiweatherregression_00043_ref.wav
INFO:root:Converting  itiweatherregression_00044_ref.pcm to itiweatherregression_00044_ref.wav
INFO:root:Converting  itiweatherregression_00045_ref.pcm to itiweatherregression_00045_ref.wav
INFO:root:Converting  itiweatherregression_00046_ref.pcm to itiweatherregression_00046_ref.wav
INFO:root:Converting  itiweatherregression_00047_ref.pcm to itiweatherregression_00047_ref.wav
INFO:root:Converting  itiweatherregression_00048_ref.pcm to itiweatherregression_00048_ref.wav
INFO:root:Converting  itiweatherregression_00049_ref.pcm to itiweatherregression_00049_ref.wav
INFO:root:Converting  itiweatherregression_00050_ref.pcm to itiweatherregression_00050_ref.wav
INFO:root:Converting  itiweatherregression_00051_ref.pcm to itiweatherregression_00051_ref.wav
INFO:root:Converting  itiweatherregression_00052_ref.pcm to itiweatherregression_00052_ref.wav
INFO:root:Converting  itiweatherregression_00053_ref.pcm to itiweatherregression_00053_ref.wav
INFO:root:Converting  itiweatherregression_00054_ref.pcm to itiweatherregression_00054_ref.wav
INFO:root:Converting  itiweatherregression_00055_ref.pcm to itiweatherregression_00055_ref.wav
INFO:root:Converting  itiweatherregression_00056_ref.pcm to itiweatherregression_00056_ref.wav
INFO:root:Converting  itiweatherregression_00057_ref.pcm to itiweatherregression_00057_ref.wav
INFO:root:Converting  itiweatherregression_00058_ref.pcm to itiweatherregression_00058_ref.wav
INFO:root:Converting  itiweatherregression_00059_ref.pcm to itiweatherregression_00059_ref.wav
INFO:root:Converting  itiweatherregression_00060_ref.pcm to itiweatherregression_00060_ref.wav
INFO:root:Converting  itiweatherregression_00061_ref.pcm to itiweatherregression_00061_ref.wav
INFO:root:Converting  itiweatherregression_00062_ref.pcm to itiweatherregression_00062_ref.wav
INFO:root:Converting  itiweatherregression_00063_ref.pcm to itiweatherregression_00063_ref.wav
INFO:root:Converting  itiweatherregression_00064_ref.pcm to itiweatherregression_00064_ref.wav
INFO:root:Converting  itiweatherregression_00065_ref.pcm to itiweatherregression_00065_ref.wav
INFO:root:Converting  itiweatherregression_00066_ref.pcm to itiweatherregression_00066_ref.wav
INFO:root:Converting  itiweatherregression_00067_ref.pcm to itiweatherregression_00067_ref.wav
INFO:root:Converting  itiweatherregression_00068_ref.pcm to itiweatherregression_00068_ref.wav
INFO:root:Converting  itiweatherregression_00069_ref.pcm to itiweatherregression_00069_ref.wav
INFO:root:Converting  itiweatherregression_00070_ref.pcm to itiweatherregression_00070_ref.wav
INFO:root:Converting  itiweatherregression_00071_ref.pcm to itiweatherregression_00071_ref.wav
INFO:root:Converting  itiweatherregression_00072_ref.pcm to itiweatherregression_00072_ref.wav
INFO:root:Converting  itiweatherregression_00073_ref.pcm to itiweatherregression_00073_ref.wav
INFO:root:Converting  itiweatherregression_00074_ref.pcm to itiweatherregression_00074_ref.wav
INFO:root:Converting  itiweatherregression_00075_ref.pcm to itiweatherregression_00075_ref.wav
INFO:root:Converting  itiweatherregression_00076_ref.pcm to itiweatherregression_00076_ref.wav
INFO:root:Converting  itiweatherregression_00077_ref.pcm to itiweatherregression_00077_ref.wav
INFO:root:Converting  itiweatherregression_00078_ref.pcm to itiweatherregression_00078_ref.wav
INFO:root:Converting  itiweatherregression_00079_ref.pcm to itiweatherregression_00079_ref.wav
INFO:root:Converting  itiweatherregression_00080_ref.pcm to itiweatherregression_00080_ref.wav
INFO:root:Converting  itiweatherregression_00081_ref.pcm to itiweatherregression_00081_ref.wav
INFO:root:Converting  itiweatherregression_00082_ref.pcm to itiweatherregression_00082_ref.wav
INFO:root:Converting  itiweatherregression_00083_ref.pcm to itiweatherregression_00083_ref.wav
INFO:root:Converting  itiweatherregression_00084_ref.pcm to itiweatherregression_00084_ref.wav
INFO:root:Converting  itiweatherregression_00085_ref.pcm to itiweatherregression_00085_ref.wav
INFO:root:Converting  itiweatherregression_00086_ref.pcm to itiweatherregression_00086_ref.wav
INFO:root:Converting  itiweatherregression_00087_ref.pcm to itiweatherregression_00087_ref.wav
INFO:root:Converting  itiweatherregression_00088_ref.pcm to itiweatherregression_00088_ref.wav
INFO:root:Converting  itiweatherregression_00089_ref.pcm to itiweatherregression_00089_ref.wav
INFO:root:Converting  itiweatherregression_00090_ref.pcm to itiweatherregression_00090_ref.wav
INFO:root:Converting  itiweatherregression_00091_ref.pcm to itiweatherregression_00091_ref.wav
INFO:root:Converting  itiweatherregression_00092_ref.pcm to itiweatherregression_00092_ref.wav
INFO:root:Converting  itiweatherregression_00093_ref.pcm to itiweatherregression_00093_ref.wav
INFO:root:Converting  itiweatherregression_00094_ref.pcm to itiweatherregression_00094_ref.wav
INFO:root:Converting  itiweatherregression_00095_ref.pcm to itiweatherregression_00095_ref.wav
INFO:root:Converting  itiweatherregression_00096_ref.pcm to itiweatherregression_00096_ref.wav
INFO:root:Converting  itiweatherregression_00097_ref.pcm to itiweatherregression_00097_ref.wav
INFO:root:Converting  itiweatherregression_00098_ref.pcm to itiweatherregression_00098_ref.wav
INFO:root:Converting  itiweatherregression_00099_ref.pcm to itiweatherregression_00099_ref.wav
INFO:root:Converting  itiweatherregression_00100_ref.pcm to itiweatherregression_00100_ref.wav
INFO:root:Converting  itiweatherregression_00101_ref.pcm to itiweatherregression_00101_ref.wav
INFO:root:Converting  itiweatherregression_00102_ref.pcm to itiweatherregression_00102_ref.wav
INFO:root:Converting  itiweatherregression_00103_ref.pcm to itiweatherregression_00103_ref.wav
INFO:root:Converting  itiweatherregression_00104_ref.pcm to itiweatherregression_00104_ref.wav
INFO:root:Converting  itiweatherregression_00105_ref.pcm to itiweatherregression_00105_ref.wav
INFO:root:Converting  itiweatherregression_00106_ref.pcm to itiweatherregression_00106_ref.wav
INFO:root:Converting  itiweatherregression_00107_ref.pcm to itiweatherregression_00107_ref.wav
INFO:root:Converting  itiweatherregression_00108_ref.pcm to itiweatherregression_00108_ref.wav
INFO:root:Converting  itiweatherregression_00109_ref.pcm to itiweatherregression_00109_ref.wav
INFO:root:Converting  itiweatherregression_00110_ref.pcm to itiweatherregression_00110_ref.wav
INFO:root:Converting  itiweatherregression_00111_ref.pcm to itiweatherregression_00111_ref.wav
INFO:root:Converting  itiweatherregression_00112_ref.pcm to itiweatherregression_00112_ref.wav
INFO:root:Converting  itiweatherregression_00113_ref.pcm to itiweatherregression_00113_ref.wav
INFO:root:Converting  itiweatherregression_00114_ref.pcm to itiweatherregression_00114_ref.wav
INFO:root:Converting  itiweatherregression_00115_ref.pcm to itiweatherregression_00115_ref.wav
INFO:root:Converting  itiweatherregression_00116_ref.pcm to itiweatherregression_00116_ref.wav
INFO:root:Converting  itiweatherregression_00117_ref.pcm to itiweatherregression_00117_ref.wav
INFO:root:Converting  itiweatherregression_00118_ref.pcm to itiweatherregression_00118_ref.wav
INFO:root:Converting  itiweatherregression_00119_ref.pcm to itiweatherregression_00119_ref.wav
INFO:root:Converting  itiweatherregression_00120_ref.pcm to itiweatherregression_00120_ref.wav
INFO:root:Converting  itiweatherregression_00121_ref.pcm to itiweatherregression_00121_ref.wav
INFO:root:Converting  itiweatherregression_00122_ref.pcm to itiweatherregression_00122_ref.wav
INFO:root:Converting  itiweatherregression_00123_ref.pcm to itiweatherregression_00123_ref.wav
INFO:root:Converting  itiweatherregression_00124_ref.pcm to itiweatherregression_00124_ref.wav
INFO:root:Converting  itiweatherregression_00125_ref.pcm to itiweatherregression_00125_ref.wav
INFO:root:Converting  itiweatherregression_00126_ref.pcm to itiweatherregression_00126_ref.wav
INFO:root:Converting  itiweatherregression_00127_ref.pcm to itiweatherregression_00127_ref.wav
INFO:root:Converting  itiweatherregression_00128_ref.pcm to itiweatherregression_00128_ref.wav
INFO:root:Converting  itiweatherregression_00129_ref.pcm to itiweatherregression_00129_ref.wav
INFO:root:Converting  itiweatherregression_00130_ref.pcm to itiweatherregression_00130_ref.wav
INFO:root:Converting  itiweatherregression_00131_ref.pcm to itiweatherregression_00131_ref.wav
INFO:root:Converting  itiweatherregression_00132_ref.pcm to itiweatherregression_00132_ref.wav
INFO:root:Converting  itiweatherregression_00133_ref.pcm to itiweatherregression_00133_ref.wav
INFO:root:Converting  itiweatherregression_00134_ref.pcm to itiweatherregression_00134_ref.wav
INFO:root:Converting  itiweatherregression_00135_ref.pcm to itiweatherregression_00135_ref.wav
INFO:root:Converting  itiweatherregression_00136_ref.pcm to itiweatherregression_00136_ref.wav
INFO:root:Converting  itiweatherregression_00137_ref.pcm to itiweatherregression_00137_ref.wav
INFO:root:Converting  itiweatherregression_00138_ref.pcm to itiweatherregression_00138_ref.wav
INFO:root:Converting  itiweatherregression_00139_ref.pcm to itiweatherregression_00139_ref.wav
INFO:root:Converting  itiweatherregression_00140_ref.pcm to itiweatherregression_00140_ref.wav
INFO:root:Converting  itiweatherregression_00141_ref.pcm to itiweatherregression_00141_ref.wav
INFO:root:Converting  itiweatherregression_00142_ref.pcm to itiweatherregression_00142_ref.wav
INFO:root:Converting  itiweatherregression_00143_ref.pcm to itiweatherregression_00143_ref.wav
INFO:root:Converting  itiweatherregression_00144_ref.pcm to itiweatherregression_00144_ref.wav
INFO:root:Converting  itiweatherregression_00145_ref.pcm to itiweatherregression_00145_ref.wav
INFO:root:Converting  itiweatherregression_00146_ref.pcm to itiweatherregression_00146_ref.wav
INFO:root:Converting  itiweatherregression_00147_ref.pcm to itiweatherregression_00147_ref.wav
INFO:root:Converting  itiweatherregression_00148_ref.pcm to itiweatherregression_00148_ref.wav
INFO:root:Converting  itiweatherregression_00149_ref.pcm to itiweatherregression_00149_ref.wav
INFO:root:Converting  itiweatherregression_00150_ref.pcm to itiweatherregression_00150_ref.wav
INFO:root:Converting  itiweatherregression_00151_ref.pcm to itiweatherregression_00151_ref.wav
INFO:root:Converting  itiweatherregression_00152_ref.pcm to itiweatherregression_00152_ref.wav
INFO:root:Converting  itiweatherregression_00153_ref.pcm to itiweatherregression_00153_ref.wav
INFO:root:Converting  itiweatherregression_00154_ref.pcm to itiweatherregression_00154_ref.wav
INFO:root:Converting  itiweatherregression_00155_ref.pcm to itiweatherregression_00155_ref.wav
INFO:root:Converting  itiweatherregression_00156_ref.pcm to itiweatherregression_00156_ref.wav
INFO:root:Converting  itiweatherregression_00157_ref.pcm to itiweatherregression_00157_ref.wav
INFO:root:Converting  itiweatherregression_00158_ref.pcm to itiweatherregression_00158_ref.wav
INFO:root:Converting  itiweatherregression_00159_ref.pcm to itiweatherregression_00159_ref.wav
INFO:root:Converting  itiweatherregression_00160_ref.pcm to itiweatherregression_00160_ref.wav
INFO:root:Converting  itiweatherregression_00161_ref.pcm to itiweatherregression_00161_ref.wav
INFO:root:Converting  itiweatherregression_00162_ref.pcm to itiweatherregression_00162_ref.wav
INFO:root:Converting  itiweatherregression_00163_ref.pcm to itiweatherregression_00163_ref.wav
INFO:root:Converting  itiweatherregression_00164_ref.pcm to itiweatherregression_00164_ref.wav
INFO:root:Converting  itiweatherregression_00165_ref.pcm to itiweatherregression_00165_ref.wav
INFO:root:Converting  itiweatherregression_00166_ref.pcm to itiweatherregression_00166_ref.wav
INFO:root:Converting  itiweatherregression_00167_ref.pcm to itiweatherregression_00167_ref.wav
INFO:root:Converting  itiweatherregression_00168_ref.pcm to itiweatherregression_00168_ref.wav
INFO:root:Converting  itiweatherregression_00169_ref.pcm to itiweatherregression_00169_ref.wav
INFO:root:Converting  itiweatherregression_00170_ref.pcm to itiweatherregression_00170_ref.wav
INFO:root:Converting  itiweatherregression_00171_ref.pcm to itiweatherregression_00171_ref.wav
INFO:root:Converting  itiweatherregression_00172_ref.pcm to itiweatherregression_00172_ref.wav
INFO:root:Converting  itiweatherregression_00173_ref.pcm to itiweatherregression_00173_ref.wav
INFO:root:Converting  itiweatherregression_00174_ref.pcm to itiweatherregression_00174_ref.wav
INFO:root:Converting  itiweatherregression_00175_ref.pcm to itiweatherregression_00175_ref.wav
INFO:root:Converting  itiweatherregression_00176_ref.pcm to itiweatherregression_00176_ref.wav
INFO:root:Converting  itiweatherregression_00177_ref.pcm to itiweatherregression_00177_ref.wav
INFO:root:Converting  itiweatherregression_00178_ref.pcm to itiweatherregression_00178_ref.wav
INFO:root:Converting  itiweatherregression_00179_ref.pcm to itiweatherregression_00179_ref.wav
INFO:root:Converting  itiweatherregression_00180_ref.pcm to itiweatherregression_00180_ref.wav
INFO:root:Converting  itiweatherregression_00181_ref.pcm to itiweatherregression_00181_ref.wav
INFO:root:Converting  itiweatherregression_00182_ref.pcm to itiweatherregression_00182_ref.wav
INFO:root:Converting  itiweatherregression_00183_ref.pcm to itiweatherregression_00183_ref.wav
INFO:root:Converting  itiweatherregression_00184_ref.pcm to itiweatherregression_00184_ref.wav
INFO:root:Converting  itiweatherregression_00185_ref.pcm to itiweatherregression_00185_ref.wav
INFO:root:Converting  itiweatherregression_00186_ref.pcm to itiweatherregression_00186_ref.wav
INFO:root:Converting  itiweatherregression_00187_ref.pcm to itiweatherregression_00187_ref.wav
INFO:root:Converting  itiweatherregression_00188_ref.pcm to itiweatherregression_00188_ref.wav
INFO:root:Converting  itiweatherregression_00189_ref.pcm to itiweatherregression_00189_ref.wav
INFO:root:Converting  itiweatherregression_00190_ref.pcm to itiweatherregression_00190_ref.wav
INFO:root:Converting  itiweatherregression_00191_ref.pcm to itiweatherregression_00191_ref.wav
INFO:root:Converting  itiweatherregression_00192_ref.pcm to itiweatherregression_00192_ref.wav
INFO:root:Converting  itiweatherregression_00193_ref.pcm to itiweatherregression_00193_ref.wav
INFO:root:Converting  itiweatherregression_00194_ref.pcm to itiweatherregression_00194_ref.wav
INFO:root:Converting  itiweatherregression_00195_ref.pcm to itiweatherregression_00195_ref.wav
INFO:root:Converting  itiweatherregression_00196_ref.pcm to itiweatherregression_00196_ref.wav
INFO:root:Converting  itiweatherregression_00197_ref.pcm to itiweatherregression_00197_ref.wav
INFO:root:Converting  itiweatherregression_00198_ref.pcm to itiweatherregression_00198_ref.wav
INFO:root:Converting  itiweatherregression_00199_ref.pcm to itiweatherregression_00199_ref.wav
INFO:root:Converting  itiweatherregression_00200_ref.pcm to itiweatherregression_00200_ref.wav
INFO:root:Converting  itiweatherregression_00201_ref.pcm to itiweatherregression_00201_ref.wav
INFO:root:Converting  itiweatherregression_00202_ref.pcm to itiweatherregression_00202_ref.wav
INFO:root:Converting  itiweatherregression_00203_ref.pcm to itiweatherregression_00203_ref.wav
INFO:root:Converting  itiweatherregression_00204_ref.pcm to itiweatherregression_00204_ref.wav
INFO:root:Converting  itiweatherregression_00205_ref.pcm to itiweatherregression_00205_ref.wav
INFO:root:Converting  itiweatherregression_00206_ref.pcm to itiweatherregression_00206_ref.wav
INFO:root:Converting  itiweatherregression_00207_ref.pcm to itiweatherregression_00207_ref.wav
INFO:root:Converting  itiweatherregression_00208_ref.pcm to itiweatherregression_00208_ref.wav
INFO:root:Converting  itiweatherregression_00209_ref.pcm to itiweatherregression_00209_ref.wav
INFO:root:Converting  itiweatherregression_00210_ref.pcm to itiweatherregression_00210_ref.wav
INFO:root:Converting  itiweatherregression_00211_ref.pcm to itiweatherregression_00211_ref.wav
INFO:root:Converting  itiweatherregression_00212_ref.pcm to itiweatherregression_00212_ref.wav
INFO:root:Converting  itiweatherregression_00213_ref.pcm to itiweatherregression_00213_ref.wav
INFO:root:Converting  itiweatherregression_00214_ref.pcm to itiweatherregression_00214_ref.wav
INFO:root:Converting  itiweatherregression_00215_ref.pcm to itiweatherregression_00215_ref.wav
INFO:root:Converting  itiweatherregression_00216_ref.pcm to itiweatherregression_00216_ref.wav
INFO:root:Converting  itiweatherregression_00217_ref.pcm to itiweatherregression_00217_ref.wav
INFO:root:Converting  itiweatherregression_00218_ref.pcm to itiweatherregression_00218_ref.wav
INFO:root:Converting  itiweatherregression_00219_ref.pcm to itiweatherregression_00219_ref.wav
INFO:root:Converting  itiweatherregression_00220_ref.pcm to itiweatherregression_00220_ref.wav
INFO:root:Converting  itiweatherregression_00221_ref.pcm to itiweatherregression_00221_ref.wav
INFO:root:Converting  itiweatherregression_00222_ref.pcm to itiweatherregression_00222_ref.wav
INFO:root:Converting  itiweatherregression_00223_ref.pcm to itiweatherregression_00223_ref.wav
INFO:root:Converting  itiweatherregression_00224_ref.pcm to itiweatherregression_00224_ref.wav
INFO:root:Converting  itiweatherregression_00225_ref.pcm to itiweatherregression_00225_ref.wav
INFO:root:Converting  itiweatherregression_00226_ref.pcm to itiweatherregression_00226_ref.wav
INFO:root:Converting  itiweatherregression_00227_ref.pcm to itiweatherregression_00227_ref.wav
INFO:root:Converting  itiweatherregression_00228_ref.pcm to itiweatherregression_00228_ref.wav
INFO:root:Converting  itiweatherregression_00229_ref.pcm to itiweatherregression_00229_ref.wav
INFO:root:Converting  itiweatherregression_00230_ref.pcm to itiweatherregression_00230_ref.wav
INFO:root:Converting  itiweatherregression_00231_ref.pcm to itiweatherregression_00231_ref.wav
INFO:root:Converting  itiweatherregression_00232_ref.pcm to itiweatherregression_00232_ref.wav
INFO:root:Converting  itiweatherregression_00233_ref.pcm to itiweatherregression_00233_ref.wav
INFO:root:Converting  itiweatherregression_00234_ref.pcm to itiweatherregression_00234_ref.wav
INFO:root:Converting  itiweatherregression_00235_ref.pcm to itiweatherregression_00235_ref.wav
INFO:root:Converting  itiweatherregression_00236_ref.pcm to itiweatherregression_00236_ref.wav
INFO:root:Converting  itiweatherregression_00237_ref.pcm to itiweatherregression_00237_ref.wav
INFO:root:Converting  itiweatherregression_00238_ref.pcm to itiweatherregression_00238_ref.wav
INFO:root:Converting  itiweatherregression_00239_ref.pcm to itiweatherregression_00239_ref.wav
INFO:root:Converting  itiweatherregression_00240_ref.pcm to itiweatherregression_00240_ref.wav
INFO:root:Converting  itiweatherregression_00241_ref.pcm to itiweatherregression_00241_ref.wav
INFO:root:Converting  itiweatherregression_00242_ref.pcm to itiweatherregression_00242_ref.wav
INFO:root:Converting  itiweatherregression_00243_ref.pcm to itiweatherregression_00243_ref.wav
INFO:root:Converting  itiweatherregression_00244_ref.pcm to itiweatherregression_00244_ref.wav
INFO:root:Converting  itiweatherregression_00245_ref.pcm to itiweatherregression_00245_ref.wav
INFO:root:Converting  itiweatherregression_00246_ref.pcm to itiweatherregression_00246_ref.wav
INFO:root:Converting  itiweatherregression_00247_ref.pcm to itiweatherregression_00247_ref.wav
INFO:root:Converting  itiweatherregression_00248_ref.pcm to itiweatherregression_00248_ref.wav
INFO:root:Converting  itiweatherregression_00249_ref.pcm to itiweatherregression_00249_ref.wav
INFO:root:Converting  itiweatherregression_00250_ref.pcm to itiweatherregression_00250_ref.wav
INFO:root:Converting  itiweatherregression_00251_ref.pcm to itiweatherregression_00251_ref.wav
INFO:root:Converting  itiweatherregression_00252_ref.pcm to itiweatherregression_00252_ref.wav
INFO:root:Converting  itiweatherregression_00253_ref.pcm to itiweatherregression_00253_ref.wav
INFO:root:Converting  itiweatherregression_00254_ref.pcm to itiweatherregression_00254_ref.wav
INFO:root:Converting  itiweatherregression_00255_ref.pcm to itiweatherregression_00255_ref.wav
INFO:root:Converting  itiweatherregression_00256_ref.pcm to itiweatherregression_00256_ref.wav
INFO:root:Converting  itiweatherregression_00257_ref.pcm to itiweatherregression_00257_ref.wav
INFO:root:Converting  itiweatherregression_00258_ref.pcm to itiweatherregression_00258_ref.wav
INFO:root:Converting  itiweatherregression_00259_ref.pcm to itiweatherregression_00259_ref.wav
INFO:root:Converting  itiweatherregression_00260_ref.pcm to itiweatherregression_00260_ref.wav
INFO:root:Converting  itiweatherregression_00261_ref.pcm to itiweatherregression_00261_ref.wav
INFO:root:Converting  itiweatherregression_00262_ref.pcm to itiweatherregression_00262_ref.wav
INFO:root:Converting  itiweatherregression_00263_ref.pcm to itiweatherregression_00263_ref.wav
INFO:root:Converting  itiweatherregression_00264_ref.pcm to itiweatherregression_00264_ref.wav
INFO:root:Converting  itiweatherregression_00265_ref.pcm to itiweatherregression_00265_ref.wav
INFO:root:Converting  itiweatherregression_00266_ref.pcm to itiweatherregression_00266_ref.wav
INFO:root:Converting  itiweatherregression_00267_ref.pcm to itiweatherregression_00267_ref.wav
INFO:root:Converting  itiweatherregression_00268_ref.pcm to itiweatherregression_00268_ref.wav
INFO:root:Converting  itiweatherregression_00269_ref.pcm to itiweatherregression_00269_ref.wav
INFO:root:Converting  itiweatherregression_00270_ref.pcm to itiweatherregression_00270_ref.wav
INFO:root:Converting  itiweatherregression_00271_ref.pcm to itiweatherregression_00271_ref.wav
INFO:root:Converting  itiweatherregression_00272_ref.pcm to itiweatherregression_00272_ref.wav
INFO:root:Converting  itiweatherregression_00273_ref.pcm to itiweatherregression_00273_ref.wav
